VideoName,n_frames,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,ValueExtraversion,ValueAgreeableness,ValueConscientiousness,ValueNeurotisicm,ValueOpenness
YzcZY1mUZfc.001.mp4,5,1.297816514968872,0.5197953581809998,0.04196501150727272,0.08788484334945679,2.2715953491569962e-06,1.2593793869018555,9.427554687135853e-06,0.15400974452495575,0.6734258532524109,0.07524023205041885,0.0027895078528672457,0.056528735905885696,0.0975450724363327,0.402756929397583,0.4553229808807373,0.4553229808807373,0.7150238752365112,0.7289719626168225,0.824175824175824,0.6310679611650486,0.8541666666666667,0.7555555555555554
OeGMd58Wgsk.000.mp4,4,0.3441898822784424,0.8572298884391785,0.4161410927772522,0.006985788233578205,3.2027346605900675e-06,2.4931421279907227,6.551250407937914e-06,0.0417991504073143,2.320207118988037,0.021935254335403442,0.0007387205259874463,0.041971273720264435,0.11252651363611221,0.057800233364105225,1.227771282196045,1.227771282196045,1.9980695247650146,0.308411214953271,0.5164835164835165,0.553398058252427,0.3854166666666666,0.5
QQzeQOoqO20.001.mp4,4,2.194077968597412,1.4749537706375122,0.011799310334026814,0.040842726826667786,1.4405774209080846e-06,1.4567198753356934,3.888315404765308e-06,0.11429613083600998,0.9251773357391357,0.20922666788101196,0.0006162234931252897,0.059069789946079254,0.014739179983735085,0.7931880950927734,0.18076467514038086,0.18076467514038086,1.4423129558563232,0.6728971962616823,0.5824175824175823,0.6990291262135921,0.5833333333333331,0.6222222222222222
-RhPxhfpg4U.005.mp4,4,1.1687545776367188,2.8684191703796387,0.0030536239501088858,0.07016091048717499,1.6603780750301667e-06,1.3139266967773438,9.532597687211819e-06,0.0632617399096489,1.697304368019104,0.039565227925777435,0.025654515251517296,0.055483072996139526,0.08365154266357422,0.11536910384893417,0.5514025688171387,0.5514025688171387,1.0155951976776123,0.5981308411214953,0.7032967032967032,0.6990291262135921,0.8229166666666667,0.6333333333333333
vOEQlAMABWM.003.mp4,4,1.4284783601760864,0.9620895385742188,0.08553151786327362,0.16323961317539215,1.6697129012754885e-06,1.1247576475143433,3.2017399007600034e-06,0.1888284832239151,0.427842915058136,0.1948791742324829,8.841576345730573e-06,0.025712545961141586,0.005399131681770086,0.21718654036521912,1.2029516696929932,1.2029516696929932,0.08470258861780167,0.5794392523364486,0.5274725274725274,0.6504854368932039,0.6041666666666666,0.5777777777777777
nKx64KH7Xks.005.mp4,4,3.5638768672943115,1.3545432090759277,0.00567497918382287,0.1598038524389267,5.5150931075331755e-06,1.135058045387268,1.3020093319937587e-05,0.0821458250284195,0.011814926750957966,0.03020518831908703,0.09418868273496628,0.2595519721508026,0.049522802233695984,0.2559078633785248,0.4058648347854614,0.4058648347854614,0.41118842363357544,0.4205607476635513,0.6263736263736263,0.6601941747572815,0.59375,0.6444444444444443
JIYZTruMpiI.003.mp4,4,1.0930471420288086,1.2658635377883911,0.015441060066223145,0.07350479811429977,1.426449671271257e-06,1.2448399066925049,4.3129807636432815e-06,0.03141133114695549,0.06388911604881287,0.1926000714302063,0.00014807656407356262,0.04766596481204033,0.005484865978360176,0.46758297085762024,0.321027547121048,0.321027547121048,0.2777944803237915,0.6355140186915887,0.6153846153846153,0.8834951456310681,0.6875,0.6777777777777777
pPtzEnf5afw.003.mp4,4,1.155621886253357,0.8535643219947815,0.08117637038230896,0.02364434488117695,2.232211954833474e-06,1.6343445777893066,8.162788617482875e-06,0.6916725635528564,0.9633299112319946,0.03568459674715996,0.00017763549112714827,0.179189532995224,0.03522208333015442,0.08890359848737717,0.06289202719926834,0.06289202719926834,1.4100191593170166,0.5514018691588785,0.6483516483516483,0.5145631067961165,0.40625,0.6999999999999998
5-mwIFjOWZ4.000.mp4,4,3.050894260406494,2.612203598022461,0.003916501067578793,0.26699334383010864,4.663648724090308e-06,0.6568695306777954,8.785325917415321e-06,0.3081050515174866,0.42561718821525574,0.03635715693235397,0.002242483664304018,0.15407909452915192,0.0669558197259903,0.30981314182281494,0.6688995957374573,0.6688995957374573,0.9004346132278442,0.5140186915887851,0.5934065934065933,0.5048543689320388,0.46875,0.511111111111111
6SiutTvCDUw.001.mp4,3,2.775629758834839,1.9629186391830444,0.005038172472268343,0.05812499299645424,1.5299112419597805e-05,1.5414222478866577,1.2524033991212491e-05,2.108994483947754,1.672261118888855,0.04304984584450722,0.039501458406448364,0.15061835944652557,0.2910643517971039,0.42649081349372864,0.4976077377796173,0.4976077377796173,1.1539344787597656,0.5607476635514019,0.7032967032967032,0.4563106796116505,0.8020833333333333,0.6555555555555554
